respondent_id,duration_seconds,batch,Q2_job_seeking,Q3_ai_experience,Q3_ai_exp_binary,Q8_manip_check,Q9_1_legitimacy,Q9_2_intention_apply,Q9_3_intention_withdraw,Q9_gap_apply_minus_legit,flag_straightline_rating,flag_always_same_side,flag_manip_fail,Age,Sex,Ethnicity simplified,Country of residence,Employment status,Student status
987,258,main_study,Yes,Not sure,0,Varied,1,3,2,2,0,0,0,37,Female,White,United States,Part-Time,No
988,514,main_study,Yes,No,0,Varied,1,1,5,0,0,0,0,35,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
989,256,main_study,Yes,Yes,1,Stayed the same,3,4,2,1,0,0,1,42,Female,White,United States,Unemployed (and job seeking),No
990,281,main_study,Yes,Yes,1,Varied,2,1,2,-1,0,0,0,20,Female,Mixed,United States,Unemployed (and job seeking),No
991,194,main_study,Yes,Yes,1,Varied,1,1,3,0,0,0,0,45,Male,White,United States,Full-Time,No
992,392,main_study,Yes,Yes,1,Varied,3,2,4,-1,0,0,0,30,Male,Mixed,United States,Full-Time,No
993,361,main_study,Yes,No,0,Varied,2,3,3,1,0,0,0,36,Female,Asian,United States,Other,No
994,144,main_study,Yes,Yes,1,Varied,2,1,4,-1,0,0,0,38,Male,White,United States,Full-Time,Yes
995,340,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,30,Female,White,United States,Part-Time,No
996,181,main_study,Yes,Yes,1,Varied,1,3,3,2,1,0,0,39,Female,White,United States,Part-Time,No
997,628,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,26,Male,Mixed,United States,Unemployed (and job seeking),No
998,205,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,39,Male,Black,United States,Full-Time,No
999,330,main_study,Yes,No,0,Varied,1,3,2,2,0,0,0,18,Male,Other,United States,Unemployed (and job seeking),Yes
1000,286,main_study,Yes,No,0,Varied,4,5,1,1,0,0,0,42,Female,Black,United States,Full-Time,No
1001,159,main_study,Yes,Not sure,0,Stayed the same,1,1,5,0,1,0,1,29,Male,White,United States,Unemployed (and job seeking),No
1002,229,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,30,Male,White,United States,Full-Time,No
1003,151,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,34,Female,White,United States,Unemployed (and job seeking),No
1004,324,main_study,Yes,Yes,1,Not sure,3,3,2,0,0,0,1,52,Male,White,United States,Full-Time,No
1005,377,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,42,Male,Other,United States,Other,No
1006,175,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,18,Female,Black,United States,Unemployed (and job seeking),Yes
1007,639,main_study,Yes,No,0,Varied,4,3,2,-1,0,0,0,35,Female,White,United States,Due to start a new job within the next month,No
1008,135,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,23,Male,White,United States,Other,No
1009,294,main_study,Yes,Yes,1,Varied,1,3,3,2,1,0,0,28,Female,White,United States,Part-Time,No
1010,517,main_study,Yes,No,0,Varied,3,4,2,1,0,0,0,40,Female,White,United States,Unemployed (and job seeking),No
1011,378,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,54,Male,White,United States,Unemployed (and job seeking),No
1012,353,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,46,Male,White,United States,Full-Time,No
1013,548,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,31,Female,White,United States,Unemployed (and job seeking),Yes
1014,392,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,45,Female,White,United States,Unemployed (and job seeking),No
1015,262,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,33,Female,Asian,United States,Unemployed (and job seeking),Yes
1016,233,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,41,Female,Asian,United States,Part-Time,No
1017,819,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,66,Female,Black,United States,Full-Time,No
1018,185,main_study,Yes,Not sure,0,Varied,4,3,2,-1,0,0,0,33,Female,White,United States,Full-Time,No
1019,273,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,47,Female,White,United States,Unemployed (and job seeking),No
1020,244,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,55,Female,White,United States,Part-Time,No
1021,221,main_study,Yes,No,0,Varied,3,4,2,1,0,0,0,32,Male,White,United States,Full-Time,No
1022,128,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,33,Male,White,United States,Full-Time,No
1023,212,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,51,Female,Mixed,United States,Full-Time,Yes
1024,211,main_study,Yes,Yes,1,Stayed the same,1,1,5,0,0,0,1,21,Female,White,United States,Unemployed (and job seeking),Yes
1025,233,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,30,Male,White,United States,Full-Time,No
1026,353,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,31,Female,White,United States,Full-Time,No
1027,595,main_study,Yes,Yes,1,Varied,1,2,2,1,0,0,0,23,Female,White,United States,Part-Time,No
1028,1325,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,33,Female,White,United States,Full-Time,No
1029,179,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,54,Male,White,United States,Full-Time,No
1030,219,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,38,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1031,532,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,38,Female,White,United States,Full-Time,Yes
1032,265,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,50,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1033,170,main_study,Yes,Yes,1,Varied,4,4,2,0,0,1,0,29,Male,Mixed,United States,Part-Time,Yes
1034,198,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,30,Female,White,United States,Part-Time,No
1035,140,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,32,Male,White,United States,Unemployed (and job seeking),Yes
1036,218,main_study,Yes,Yes,1,Stayed the same,1,2,3,1,1,0,1,31,Female,Mixed,United States,Unemployed (and job seeking),No
1037,188,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,33,Female,White,United States,Full-Time,No
1038,134,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,34,Female,White,United States,Part-Time,No
1039,122,main_study,Yes,No,0,Stayed the same,4,2,4,-2,0,0,1,29,Female,White,United States,Due to start a new job within the next month,No
1040,435,main_study,Yes,Yes,1,Varied,4,4,5,0,0,0,0,23,Male,White,United States,Unemployed (and job seeking),Yes
1041,466,main_study,Yes,Yes,1,Varied,2,1,5,-1,0,0,0,59,Male,Black,United States,Full-Time,No
1042,425,main_study,Yes,Yes,1,Varied,3,3,4,0,0,0,0,20,Male,Asian,United States,Part-Time,Yes
1043,356,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,40,Female,White,United States,Unemployed (and job seeking),No
1044,294,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,25,Male,White,United States,Part-Time,No
1045,181,main_study,Yes,No,0,Not sure,2,3,2,1,0,0,1,29,Male,Asian,United States,Unemployed (and job seeking),No
1046,178,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,38,Female,Mixed,United States,Full-Time,No
1047,144,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,24,Female,White,United States,Part-Time,No
1048,170,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,67,Male,White,United States,Full-Time,No
1049,493,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,43,Female,Prefer not to say,United States,Part-Time,No
1050,956,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,52,Female,White,United States,Part-Time,No
1051,279,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,33,Female,White,United States,Other,Yes
1052,190,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,32,Male,White,United States,Part-Time,No
1053,580,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,36,Male,White,United States,Due to start a new job within the next month,No
1054,152,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,21,Female,White,United States,Unemployed (and job seeking),Yes
1055,336,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,46,Female,White,United States,Unemployed (and job seeking),Yes
1056,270,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,67,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1057,267,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,50,Female,White,United States,Part-Time,No
1058,365,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,23,Male,Mixed,United States,Full-Time,No
1059,119,main_study,Yes,No,0,Varied,3,3,4,0,0,0,0,19,Male,Black,United States,Unemployed (and job seeking),Yes
1060,217,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,23,Female,White,United States,Full-Time,Yes
1061,324,main_study,Yes,Yes,1,Varied,2,2,1,0,0,0,0,20,Male,White,United States,Unemployed (and job seeking),Yes
1062,300,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,42,Male,Black,United States,Part-Time,No
1063,803,main_study,Yes,Yes,1,Varied,1,2,5,1,0,0,0,31,Female,Mixed,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1064,231,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,42,Male,White,United States,Full-Time,No
1065,309,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,34,Male,Other,United States,Part-Time,No
1066,252,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,43,Female,White,United States,Unemployed (and job seeking),No
1067,127,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,20,Male,Other,United States,Part-Time,Yes
1068,247,main_study,Yes,Yes,1,Stayed the same,4,1,3,-3,0,0,1,29,Female,Asian,United States,Due to start a new job within the next month,No
1069,183,main_study,Yes,Yes,1,Varied,2,2,2,0,0,1,0,32,Male,White,United States,Full-Time,No
1070,249,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,33,Male,White,United States,Part-Time,No
1071,353,main_study,Yes,No,0,Varied,4,5,1,1,0,0,0,23,Male,Black,United States,Part-Time,Yes
1072,156,main_study,Yes,Not sure,0,Varied,2,1,5,-1,0,1,0,30,Female,White,United States,Unemployed (and job seeking),No
1073,226,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,30,Male,Mixed,United States,Full-Time,No
1074,319,main_study,Yes,Yes,1,Varied,3,3,4,0,0,0,0,33,Male,Asian,United States,Other,No
1075,344,main_study,Yes,No,0,Varied,1,3,4,2,0,0,0,19,Female,Black,United States,Unemployed (and job seeking),Yes
1076,439,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,37,Male,White,United States,Unemployed (and job seeking),No
1077,141,main_study,Yes,Yes,1,Varied,3,4,2,1,1,0,0,50,Male,White,United States,Full-Time,Yes
1078,428,main_study,Yes,No,0,Varied,4,5,1,1,0,0,0,42,Male,White,United States,Other,No
1079,897,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,34,Female,White,United States,Full-Time,No
1080,193,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,21,Male,Asian,United States,Unemployed (and job seeking),Yes
1081,148,main_study,Yes,No,0,Varied,1,1,5,0,0,0,0,31,Male,White,United States,Unemployed (and job seeking),No
1082,337,main_study,Yes,Yes,1,Varied,2,5,2,3,0,0,0,39,Male,White,United States,Full-Time,No
1083,452,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,27,Female,White,United States,Unemployed (and job seeking),No
1084,526,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,47,Female,White,United States,Unemployed (and job seeking),No
1085,254,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,56,Female,White,United States,Part-Time,Yes
1086,837,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,26,Female,White,United States,Unemployed (and job seeking),No
1087,288,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,53,Female,White,United States,Part-Time,No
1088,219,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,29,Male,White,United States,Part-Time,No
1089,537,main_study,Yes,Yes,1,Varied,4,5,4,1,0,0,0,25,Male,Black,United States,Full-Time,Yes
1090,328,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,30,Male,Black,United States,Part-Time,Yes
1091,417,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,44,Female,White,United States,Full-Time,No
1092,569,main_study,Yes,No,0,Stayed the same,1,1,5,0,0,0,1,31,Female,White,United States,Full-Time,No
1093,303,main_study,Yes,Not sure,0,Varied,4,4,3,0,0,0,0,36,Female,White,United States,Part-Time,No
1094,246,main_study,Yes,Not sure,0,Varied,3,2,4,-1,0,0,0,39,Male,White,United States,Unemployed (and job seeking),No
1095,178,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,19,Male,Mixed,United States,Unemployed (and job seeking),Yes
1096,335,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,29,Male,Mixed,United States,Part-Time,No
1097,346,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,38,Male,White,United States,Full-Time,No
1098,219,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,37,Male,Asian,United States,Full-Time,No
1099,503,main_study,Yes,Yes,1,Varied,2,5,1,3,0,0,0,24,Male,Asian,United States,Full-Time,No
1100,325,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,46,Male,Black,United States,Full-Time,No
1101,213,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,38,Male,White,United States,Full-Time,No
1102,355,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,35,Female,White,United States,Full-Time,No
1103,256,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,59,Female,White,United States,Part-Time,No
1104,305,main_study,Yes,Not sure,0,Varied,4,4,3,0,0,0,0,37,Male,Mixed,United States,Full-Time,No
1105,302,main_study,Yes,Yes,1,Varied,2,3,1,1,0,0,0,35,Female,White,United States,Part-Time,No
1106,226,main_study,Yes,No,0,Varied,2,2,3,0,0,0,0,19,Female,White,United States,Unemployed (and job seeking),No
1107,379,main_study,Yes,Not sure,0,Varied,1,2,2,1,0,0,0,71,Female,Asian,United States,Unemployed (and job seeking),No
1108,265,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,41,Female,White,United States,Part-Time,No
1109,754,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,22,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1110,503,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,43,Female,Asian,United States,Due to start a new job within the next month,No
1111,157,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,31,Male,White,United States,Unemployed (and job seeking),No
1112,354,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,31,Female,White,United States,Unemployed (and job seeking),No
1113,621,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,62,Female,White,United States,Part-Time,No
1114,625,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,20,Male,White,United States,Unemployed (and job seeking),Yes
1115,354,main_study,Yes,Not sure,0,Varied,2,3,2,1,0,0,0,34,Male,White,United States,Unemployed (and job seeking),No
1116,330,main_study,Yes,Yes,1,Varied,2,2,2,0,0,0,0,32,Male,Mixed,United States,Part-Time,Yes
1117,187,main_study,Yes,Yes,1,Stayed the same,3,4,2,1,0,0,1,32,Male,Black,United States,Full-Time,No
1118,692,main_study,Yes,Yes,1,Varied,3,5,1,2,0,0,0,53,Female,Asian,United States,Unemployed (and job seeking),No
1119,482,main_study,Yes,Not sure,0,Varied,4,3,2,-1,0,0,0,56,Female,White,United States,Unemployed (and job seeking),No
1120,424,main_study,Yes,Yes,1,Not sure,2,2,2,0,0,0,1,30,Female,White,United States,Part-Time,No
1121,228,main_study,Yes,Yes,1,Varied,3,3,3,0,1,0,0,33,Female,Asian,United States,Full-Time,No
1122,225,main_study,Yes,Not sure,0,Varied,4,4,2,0,1,0,0,46,Female,Black,United States,Other,No
1123,212,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,29,Male,Asian,United States,Full-Time,No
1124,358,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,42,Male,Black,United States,Other,No
1125,612,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,58,Female,White,United States,Unemployed (and job seeking),No
1126,162,main_study,Yes,Yes,1,Varied,2,2,2,0,0,0,0,41,Male,White,United States,Full-Time,No
1127,400,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,26,Female,White,United States,Due to start a new job within the next month,No
1128,335,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,70,Female,White,United States,Part-Time,No
1129,304,main_study,Yes,Yes,1,Varied,1,4,1,3,1,0,0,42,Male,Mixed,United States,Full-Time,No
1130,236,main_study,Yes,Yes,1,Varied,1,3,5,2,0,0,0,20,Female,Black,United States,Part-Time,No
1131,207,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,31,Female,Mixed,United States,Due to start a new job within the next month,No
1132,383,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,78,Male,Mixed,United States,Unemployed (and job seeking),No
1133,431,main_study,Yes,Yes,1,Not sure,4,4,2,0,0,0,1,29,Female,White,United States,Unemployed (and job seeking),Yes
1134,140,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,30,Female,White,United States,Full-Time,No
1135,170,main_study,Yes,No,0,Varied,1,1,4,0,0,0,0,19,Male,Other,United States,Unemployed (and job seeking),Yes
1136,237,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,24,Male,Other,United States,Unemployed (and job seeking),No
1137,298,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,18,Female,Other,United States,Unemployed (and job seeking),Yes
1138,652,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,36,Male,White,United States,Unemployed (and job seeking),No
1139,331,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,35,Female,Asian,United States,Other,No
1140,171,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,22,Male,White,United States,Part-Time,No
1141,286,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,47,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1142,367,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,22,Male,White,United States,Part-Time,No
1143,274,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,36,Female,Black,United States,Full-Time,Yes
1144,280,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,31,Male,White,United States,Unemployed (and job seeking),No
1145,292,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,29,Male,Asian,United States,Part-Time,No
1146,211,main_study,Yes,Not sure,0,Stayed the same,3,4,2,1,0,0,1,22,Male,White,United States,Unemployed (and job seeking),No
1147,315,main_study,Yes,Not sure,0,Varied,2,3,2,1,0,0,0,47,Female,White,United States,Full-Time,No
1148,327,main_study,Yes,No,0,Varied,2,2,4,0,0,0,0,55,Male,White,United States,Full-Time,No
1149,265,main_study,Yes,Yes,1,Varied,2,4,3,2,0,0,0,29,Male,White,United States,Full-Time,No
1150,571,main_study,Yes,Yes,1,Varied,5,5,2,0,0,0,0,61,Male,Black,United States,Unemployed (and job seeking),No
1151,891,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,28,Female,Other,United States,Unemployed (and job seeking),No
1152,136,main_study,Yes,Yes,1,Stayed the same,3,3,4,0,0,0,1,18,Prefer not to say,White,United States,Part-Time,Yes
1153,1101,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,33,Female,White,United States,Unemployed (and job seeking),No
1154,259,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,50,Male,White,United States,Full-Time,No
1155,364,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,30,Female,White,United States,Part-Time,No
1156,105,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,47,Male,White,United States,Full-Time,Yes
1157,208,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,45,Male,White,United States,Part-Time,No
1158,370,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,66,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1159,322,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,23,Male,Asian,United States,Unemployed (and job seeking),No
1160,195,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,26,Female,Asian,United States,Unemployed (and job seeking),No
1161,413,main_study,Yes,Not sure,0,Not sure,2,2,4,0,0,0,1,23,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1162,210,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,31,Male,Mixed,United States,Unemployed (and job seeking),No
1163,412,main_study,Yes,Yes,1,Varied,4,5,2,1,0,0,0,33,Male,Black,United States,Full-Time,No
1164,213,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,33,Male,White,United States,Unemployed (and job seeking),No
1165,218,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,21,Male,Other,United States,Due to start a new job within the next month,Yes
1166,167,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,24,Male,Asian,United States,Other,Yes
1167,405,main_study,Yes,Yes,1,Varied,4,5,2,1,0,0,0,56,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
1168,294,main_study,Yes,Yes,1,Varied,3,2,4,-1,0,0,0,34,Female,Black,United States,Full-Time,No
1169,543,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,51,Male,White,United States,Unemployed (and job seeking),No
1170,136,main_study,Yes,Yes,1,Stayed the same,1,1,5,0,1,0,1,49,Female,White,United States,Full-Time,No
1171,353,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,27,Female,White,United States,Other,No
1172,193,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,41,Male,White,United States,Unemployed (and job seeking),No
1173,241,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,22,Female,Mixed,United States,Part-Time,Yes
1174,459,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,19,Male,White,United States,Unemployed (and job seeking),Yes
1175,205,main_study,Yes,Not sure,0,Varied,2,2,4,0,0,0,0,70,Male,White,United States,Unemployed (and job seeking),No
1176,155,main_study,Yes,Not sure,0,Varied,2,2,4,0,0,0,0,18,Female,White,United States,Unemployed (and job seeking),Yes
1177,174,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,42,Male,Black,United States,Full-Time,No
1178,163,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,22,Male,Asian,United States,Unemployed (and job seeking),Yes
1179,588,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,27,Male,White,United States,Unemployed (and job seeking),No
1180,358,main_study,Yes,Yes,1,Not sure,4,4,3,0,0,0,1,55,Female,Black,United States,Unemployed (and job seeking),No
1181,162,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,20,Male,Asian,United States,Unemployed (and job seeking),Yes
1182,114,main_study,Yes,Yes,1,Stayed the same,2,3,3,1,0,0,1,21,Male,Other,United States,Unemployed (and job seeking),Yes
1183,300,main_study,Yes,No,0,Varied,4,4,3,0,0,0,0,28,Male,Mixed,United States,Unemployed (and job seeking),Yes
1184,334,main_study,Yes,Yes,1,Varied,5,5,1,0,1,0,0,39,Male,White,United States,Unemployed (and job seeking),No
1185,314,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,29,Female,Black,United States,Due to start a new job within the next month,No
1186,489,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,64,Female,White,United States,Unemployed (and job seeking),No
1187,409,main_study,Yes,Not sure,0,Varied,3,4,3,1,0,0,0,25,Female,Black,United States,Unemployed (and job seeking),No
1188,237,main_study,Yes,Yes,1,Not sure,2,3,2,1,0,0,1,40,Male,White,United States,Part-Time,No
1189,138,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,24,Female,White,United States,Part-Time,Yes
1190,157,main_study,Yes,Yes,1,Varied,2,2,5,0,0,0,0,34,Male,White,United States,Full-Time,No
1191,203,main_study,Yes,Not sure,0,Varied,2,3,3,1,0,0,0,19,Female,White,United States,Part-Time,Yes
1192,218,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,30,Female,White,United States,Unemployed (and job seeking),No
1193,222,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,63,Female,White,United States,Unemployed (and job seeking),No
1194,101,main_study,Yes,Yes,1,Varied,2,1,5,-1,0,0,0,38,Female,White,United States,Full-Time,No
1195,236,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,50,Female,White,United States,Full-Time,No
1196,128,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,22,Male,Asian,United States,Full-Time,Yes
1197,289,main_study,Yes,Yes,1,Varied,2,3,4,1,0,0,0,51,Female,White,United States,Other,Yes
1198,225,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,34,Male,White,United States,Full-Time,No
1199,285,main_study,Yes,Yes,1,Varied,1,2,2,1,0,0,0,23,Male,Other,United States,Unemployed (and job seeking),Yes
1200,321,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,53,Male,White,United States,Full-Time,No
1201,409,main_study,Yes,No,0,Varied,5,5,1,0,1,0,0,61,Male,White,United States,Part-Time,No
1202,261,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,33,Female,White,United States,Part-Time,Yes
1203,82,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,20,Male,Black,United States,Unemployed (and job seeking),Yes
1204,97,main_study,Yes,Yes,1,Varied,2,2,2,0,0,0,0,22,Female,Other,United States,Due to start a new job within the next month,No
1205,239,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,46,Female,White,United States,Full-Time,No
1206,687,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,31,Female,White,United States,Unemployed (and job seeking),No
1207,347,main_study,Yes,No,0,Varied,2,2,4,0,0,0,0,29,Female,Black,United States,Part-Time,No
1208,268,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,26,Female,Black,United States,Unemployed (and job seeking),No
1209,187,main_study,Yes,Yes,1,Varied,3,3,4,0,0,0,0,45,Male,White,United States,Full-Time,No
1210,393,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,35,Male,White,United States,Unemployed (and job seeking),No
1211,271,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,51,Female,Other,United States,Other,No
1212,219,main_study,Yes,Yes,1,Varied,2,3,1,1,0,0,0,18,Female,White,United States,Unemployed (and job seeking),No
1213,349,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,24,Female,Asian,United States,Unemployed (and job seeking),Yes
1214,99,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,30,Male,Asian,United States,Part-Time,No
1215,250,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,36,Female,White,United States,Full-Time,No
1216,175,main_study,Yes,Yes,1,Varied,1,1,5,0,0,1,0,30,Male,White,United States,Full-Time,No
1217,654,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,25,Male,Prefer not to say,United States,Other,Yes
1218,242,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,22,Female,Mixed,United States,Due to start a new job within the next month,No
